URL_Length,Num_Dots,Num_Hyphens,Num_Special_Chars,Num_Subdomains,Has_IP_Address,Has_HTTPS,Domain_Age_Days,Domain_Registration_Length,Has_Suspicious_Words,Num_Redirects,External_Link_Ratio,Image_Link_Ratio,Form_Count,Password_Field_Present,Iframe_Count,Popup_Count,Favicon_External,Domain_Name_Length,URL_Entropy,Is_Phishing
48.0,1.0,2.0,3.0,1,0,1,2746.0,30.0,0,0,0.155,0.222,0,1,2,0,0,12.0,3.065,1
63.0,2.0,1.0,8.0,2,0,1,1578.0,893.0,0,0,0.234,0.251,0,0,0,0,0,9.0,3.483,0
33.0,1.0,1.0,2.0,2,0,1,2301.0,851.0,0,0,0.39,0.159,3,1,1,0,0,19.0,3.184,0
11.0,4.0,3.0,2.0,0,0,1,1510.0,1078.0,0,2,0.26,0.316,2,0,0,1,0,16.0,2.404,0
96.0,7.0,4.0,3.0,3,0,0,268.0,533.0,1,3,0.349,0.427,7,0,2,1,0,24.0,4.253,1
78.0,2.0,3.0,12.0,1,0,0,,104.0,1,6,0.755,0.575,1,1,2,2,0,43.0,4.711,1
71.0,4.0,2.0,9.0,3,0,1,401.0,533.0,1,9,0.396,0.235,8,0,3,3,0,35.0,5.544,1
105.0,5.0,1.0,14.0,3,0,0,325.0,524.0,0,7,0.802,0.519,1,1,4,0,1,28.0,4.391,1
116.0,4.0,2.0,11.0,3,0,0,30.0,315.0,1,5,0.462,0.649,6,0,1,5,1,30.0,4.614,1
12.0,2.0,1.0,6.0,0,0,1,3250.0,291.0,0,2,0.069,0.149,3,0,0,0,0,13.0,3.34,1
50.0,3.0,1.0,3.0,0,0,1,2701.0,388.0,0,1,0.095,0.25,2,0,0,1,1,15.0,3.183,1
83.0,4.0,1.0,5.0,3,1,0,349.0,100.0,1,4,0.702,0.279,3,0,0,1,1,22.0,5.12,1
48.0,3.0,0.0,4.0,0,0,1,1768.0,678.0,0,1,0.324,0.118,1,0,4,2,0,8.0,4.183,0
63.0,2.0,3.0,9.0,2,0,1,246.0,462.0,0,4,0.359,0.427,3,1,2,2,1,30.0,4.121,1
67.0,3.0,1.0,0.0,0,0,1,1198.0,806.0,0,1,0.116,0.329,0,1,0,0,1,15.0,2.866,0
59.0,1.0,0.0,0.0,1,0,1,1713.0,814.0,0,2,0.365,0.149,2,0,1,1,0,14.0,3.255,0
51.0,2.0,1.0,5.0,0,0,1,1246.0,1434.0,0,2,0.406,0.2,2,0,3,2,0,10.0,4.013,0
35.0,3.0,1.0,4.0,0,0,1,2707.0,1139.0,0,1,0.262,0.19,1,0,1,1,0,3.0,2.86,0
54.0,2.0,1.0,0.0,1,0,1,3098.0,1081.0,0,1,0.384,0.316,4,1,2,0,0,17.0,3.584,0
55.0,3.0,1.0,4.0,1,0,1,2760.0,466.0,0,1,0.255,0.0,1,0,1,0,0,3.0,2.966,0
60.0,2.0,1.0,2.0,1,0,1,1101.0,563.0,0,1,0.088,0.273,2,0,0,2,1,11.0,3.534,0
42.0,2.0,1.0,0.0,2,0,1,1806.0,967.0,0,2,0.164,0.174,2,0,1,0,0,12.0,3.655,0
111.0,4.0,1.0,6.0,4,0,0,288.0,76.0,1,3,0.848,0.401,5,1,4,2,0,3.0,4.079,1
42.0,1.0,0.0,3.0,0,0,1,993.0,972.0,0,1,0.335,0.177,0,0,1,0,1,12.0,3.891,0
54.0,4.0,2.0,3.0,1,0,1,955.0,,1,1,0.226,0.13,3,0,0,0,0,9.0,3.557,0
35.0,3.0,,8.0,1,0,1,2336.0,917.0,1,0,0.246,0.141,1,0,2,1,0,12.0,4.075,0
44.0,1.0,2.0,6.0,1,0,1,,839.0,0,0,0.084,0.365,1,0,2,1,0,24.0,3.841,0
48.0,2.0,0.0,4.0,1,0,1,1385.0,628.0,0,0,0.112,0.06,2,1,0,2,0,21.0,2.663,0
78.0,9.0,,9.0,3,0,1,96.0,555.0,1,5,0.516,0.352,4,1,0,3,0,24.0,4.814,1
49.0,6.0,2.0,1.0,4,0,1,270.0,485.0,0,2,0.755,0.279,4,1,6,4,1,18.0,5.422,1
43.0,1.0,0.0,3.0,0,0,1,1520.0,1433.0,0,0,0.272,0.188,2,1,0,0,0,10.0,,0
55.0,2.0,2.0,4.0,1,0,1,2453.0,1199.0,0,0,0.175,0.487,3,1,2,0,0,13.0,3.293,0
121.0,2.0,4.0,5.0,4,0,0,224.0,432.0,0,4,0.723,0.094,2,0,0,2,1,18.0,4.47,1
63.0,3.0,1.0,7.0,2,0,1,1190.0,176.0,0,1,0.24,0.356,4,0,2,0,0,16.0,3.101,0
51.0,3.0,1.0,2.0,2,0,1,2492.0,854.0,0,3,0.241,0.242,3,0,2,0,0,11.0,4.526,0
27.0,3.0,0.0,4.0,1,0,1,1142.0,639.0,1,1,0.307,0.178,4,0,0,0,1,17.0,3.296,0
74.0,6.0,1.0,7.0,3,0,0,290.0,542.0,1,6,0.682,0.496,3,1,1,4,1,25.0,4.269,1
70.0,4.0,5.0,13.0,3,0,0,450.0,116.0,0,5,0.775,0.545,6,1,2,2,0,22.0,4.428,1
58.0,1.0,0.0,3.0,2,0,1,1049.0,1350.0,0,1,0.252,0.215,2,1,0,1,0,15.0,3.49,0
35.0,2.0,0.0,2.0,2,0,1,1377.0,561.0,0,1,0.131,0.098,3,1,1,0,0,18.0,4.328,0
29.0,4.0,2.0,2.0,1,0,1,1900.0,752.0,0,2,0.544,0.218,3,1,2,0,0,17.0,3.846,0
50.0,1.0,8.0,7.0,3,0,0,217.0,262.0,1,2,0.633,0.822,4,0,2,0,0,14.0,3.885,1
123.0,2.0,7.0,,4,0,1,429.0,206.0,1,10,0.828,,7,1,0,2,0,36.0,4.893,1
65.0,3.0,3.0,3.0,0,0,1,1355.0,1097.0,0,1,0.325,0.145,3,0,0,0,1,17.0,3.311,0
48.0,2.0,1.0,1.0,0,0,1,2267.0,837.0,0,1,0.345,0.088,1,0,1,2,0,16.0,3.694,0
141.0,4.0,1.0,13.0,4,0,1,213.0,334.0,1,3,0.582,0.632,3,0,1,2,1,27.0,4.853,1
92.0,1.0,2.0,16.0,3,1,0,410.0,304.0,0,7,1.0,0.541,2,0,2,2,0,28.0,3.515,1
29.0,,1.0,0.0,0,0,1,,674.0,0,1,0.086,0.198,3,0,0,0,1,15.0,3.13,0
43.0,1.0,4.0,0.0,2,0,0,291.0,481.0,1,4,0.783,0.473,6,0,5,5,0,19.0,4.217,1
51.0,2.0,2.0,2.0,2,0,1,2753.0,535.0,0,1,0.325,0.456,1,0,0,0,0,6.0,3.851,1
51.0,1.0,0.0,2.0,1,0,1,775.0,912.0,0,4,0.209,0.109,3,0,0,1,0,19.0,4.271,0
47.0,3.0,0.0,0.0,1,0,1,1831.0,803.0,0,1,0.196,0.025,1,1,1,0,0,13.0,2.98,0
33.0,4.0,0.0,4.0,0,0,1,674.0,969.0,0,1,0.049,0.215,2,0,2,0,1,14.0,4.55,0
,1.0,1.0,4.0,0,0,1,1423.0,431.0,0,1,0.141,0.297,1,0,2,0,0,18.0,4.087,0
69.0,5.0,4.0,10.0,3,0,1,303.0,478.0,1,10,0.248,0.587,5,1,6,3,0,30.0,4.708,1
64.0,3.0,1.0,7.0,1,0,1,2488.0,573.0,0,0,0.294,0.246,2,1,2,0,0,19.0,2.979,0
34.0,1.0,1.0,5.0,1,0,1,2061.0,608.0,0,3,0.212,0.187,3,0,0,0,0,13.0,4.376,0
50.0,2.0,1.0,2.0,1,0,1,2797.0,676.0,1,2,0.366,0.26,2,1,3,0,0,12.0,3.97,0
71.0,1.0,2.0,4.0,0,0,1,1117.0,337.0,0,2,0.0,0.216,2,1,2,0,0,10.0,3.372,1
33.0,2.0,1.0,2.0,1,0,1,2472.0,1003.0,0,2,0.28,0.111,1,0,1,1,0,24.0,3.688,0
90.0,3.0,4.0,3.0,0,0,1,471.0,338.0,0,5,0.592,0.358,4,1,1,0,0,13.0,,1
76.0,6.0,3.0,14.0,3,0,1,184.0,452.0,1,6,0.365,0.631,9,0,4,4,0,25.0,4.924,1
65.0,2.0,3.0,7.0,0,0,1,3210.0,470.0,0,2,0.288,0.162,0,0,1,0,0,13.0,4.697,0
105.0,5.0,1.0,15.0,3,0,1,349.0,144.0,1,3,0.452,0.784,3,1,2,2,1,11.0,5.047,1
32.0,3.0,2.0,1.0,0,0,1,2054.0,1096.0,0,2,0.103,0.217,0,0,0,0,0,6.0,3.973,0
108.0,5.0,2.0,14.0,3,0,1,200.0,256.0,1,3,0.823,0.23,6,1,2,5,0,33.0,6.003,1
32.0,3.0,1.0,3.0,1,0,1,73.0,,0,1,0.275,0.204,2,0,1,3,1,15.0,4.03,0
36.0,2.0,2.0,2.0,0,0,1,1116.0,1406.0,0,0,0.206,0.082,2,0,1,0,0,7.0,3.126,0
,2.0,1.0,0.0,1,0,1,202.0,106.0,0,0,0.201,0.323,0,0,1,0,0,14.0,3.229,0
20.0,1.0,1.0,3.0,0,0,0,2691.0,763.0,0,0,0.461,0.184,1,0,0,0,0,26.0,3.49,0
38.0,,2.0,3.0,0,0,1,1372.0,1185.0,1,1,0.425,0.306,0,1,2,0,0,11.0,4.087,0
84.0,6.0,0.0,6.0,1,0,1,1.0,466.0,1,5,0.579,0.254,4,0,4,4,0,36.0,4.726,1
44.0,2.0,1.0,1.0,2,0,1,1279.0,1283.0,0,0,0.219,0.165,1,1,0,2,0,10.0,3.591,0
61.0,6.0,4.0,10.0,5,0,0,439.0,30.0,1,6,0.589,0.141,9,1,1,2,0,35.0,4.805,1
120.0,4.0,2.0,8.0,1,0,1,297.0,366.0,1,4,0.425,0.553,0,1,6,5,0,27.0,5.917,1
85.0,2.0,2.0,3.1716462062537807,0,0,0,894.0,819.0,0,0,0.185,0.307,1,1,3,0,0,10.0,3.684,0
100.0,7.0,5.0,9.0,1,1,1,387.0,332.0,1,6,0.599,0.362,3,0,3,2,1,38.0,4.418,1
28.0,1.0,1.0,5.0,2,0,1,1897.0,1172.0,0,1,0.065,0.141,3,0,1,1,0,11.0,3.717,0
43.0,2.0,1.0,0.0,1,0,1,1641.0,525.0,0,0,0.257,0.11,3,1,2,0,0,19.0,3.617,0
57.0,3.0,2.0,3.0,1,0,1,1305.0,535.0,0,1,0.0,0.202,3,1,2,0,0,21.0,2.149,0
59.0,2.0,0.0,3.0,0,0,1,1823.0,887.0,0,0,0.156,0.056,2,1,0,0,0,19.0,3.119,0
64.0,3.0,1.0,7.0,5,0,1,233.0,259.0,1,4,0.977,0.415,4,0,5,3,0,20.0,3.948,1
55.0,2.0,2.0,5.0,1,0,1,942.0,521.0,0,0,0.0,0.029,0,0,0,0,0,14.0,3.478,0
51.0,4.0,1.0,1.0,0,0,1,1841.0,538.0,0,1,0.474,0.19,1,0,1,0,0,12.0,3.857,0
42.0,1.0,0.0,5.0,0,0,1,1302.0,1084.0,0,0,0.259,0.249,2,1,2,0,0,16.0,3.648,0
31.0,2.0,1.0,4.0,1,0,1,2041.0,770.0,0,1,0.3,0.395,3,0,3,1,0,18.0,3.138,0
58.0,2.0,1.0,4.0,1,0,1,2363.0,954.0,1,1,0.241,0.233,3,1,4,1,0,19.0,3.592,0
55.0,3.0,4.0,16.0,5,0,1,190.0,74.0,1,3,0.547,0.22,2,1,5,0,0,14.0,5.411,1
73.0,2.0,1.0,4.0,2,0,1,96.0,911.0,0,2,0.208,0.168,1,0,1,1,0,16.0,3.336,0
35.0,2.0,0.0,0.0,1,0,1,1085.0,818.0,0,2,0.109,0.251,0,1,2,0,0,16.0,3.636,1
50.0,2.0,0.0,2.0,1,0,1,2852.0,520.0,1,2,0.195,0.185,2,0,1,0,0,20.0,3.325,0
63.0,3.0,1.0,4.0,1,0,1,1968.0,1083.0,0,1,0.326,0.16,2,1,0,0,1,14.0,3.425,0
66.0,4.0,0.0,4.0,1,0,1,2139.0,687.0,0,0,0.186,0.083,2,1,2,0,0,9.0,4.395,0
37.0,3.0,0.0,6.0,1,0,1,2637.0,1019.0,0,0,0.398,0.205,0,1,0,1,0,14.0,2.736,0
73.0,1.0,0.0,1.0,3,0,1,1.0,105.0,1,2,0.319,0.58,4,0,3,3,1,22.0,3.834,1
49.0,2.0,0.0,4.0,0,0,1,2469.0,1217.0,0,3,0.428,0.284,1,1,0,0,0,20.0,3.234,0
57.0,1.0,1.0,1.0,0,0,1,2084.0,1104.0,1,1,0.31,0.273,1,1,0,1,0,20.0,3.805,0
109.0,4.0,2.0,10.0,3,0,0,224.0,185.0,0,2,0.368,0.447,6,1,3,3,1,24.0,,1
103.28344773694705,6.0,5.0,12.0,2,0,1,423.0,240.0,1,3,0.901,0.355,3,1,8,3,0,28.0,4.534,1
54.0,4.0,3.0,19.0,0,0,0,202.0,324.0,1,4,0.518,0.191,2,1,5,0,1,20.0,3.823,1
54.0,3.0,1.0,3.0,0,0,1,2007.0,1334.0,0,1,0.27,0.236,1,0,0,1,0,16.0,3.196,0
26.0,3.0,0.0,1.0,0,0,1,747.0,410.0,0,1,0.417,0.255,2,0,1,1,1,20.0,3.305,0
,6.0,1.0,6.0,1,0,0,178.0,290.0,1,7,0.435,0.371,3,0,1,3,0,34.0,4.196,1
48.0,3.0,2.0,0.0,1,0,1,858.0,30.0,1,2,0.292,0.123,3,0,1,0,0,9.0,3.275,0
44.0,2.0,1.0,4.0,2,0,1,630.0,719.0,0,0,0.298,0.339,3,0,2,0,0,10.0,3.207,0
47.0,2.0,2.0,2.0,0,0,1,1726.0,1032.0,0,1,0.23,0.091,2,0,1,0,0,25.0,3.019,0
53.0,1.0,0.0,6.0,1,0,0,2375.0,873.0,0,0,0.296,0.247,3,1,2,0,0,16.0,2.717,0
47.0,2.0,3.0,2.0,1,0,1,1716.0,755.0,0,1,0.137,0.267,3,0,2,0,0,15.0,3.434,0
42.0,3.0,0.0,8.0,0,0,1,1934.0,343.0,0,0,0.188,0.182,0,0,0,0,0,6.0,3.606,0
40.0,1.0,1.0,1.0,1,0,1,936.0,1012.0,0,1,0.265,0.102,1,1,2,0,0,16.0,4.243,0
71.0,2.0,0.0,11.0,1,0,1,32.0,187.0,1,1,0.701,0.425,5,1,0,4,0,26.0,3.708,1
65.0,3.0,2.0,1.0,1,0,1,1009.0,619.0,0,1,0.41,0.258,1,1,0,0,0,17.0,3.15,0
55.0,3.0,1.0,8.0,2,0,1,3261.0,358.0,0,1,0.198,0.199,1,1,0,1,0,17.0,2.91,0
27.0,3.0,,2.0,1,0,1,1650.0,611.0,0,2,0.355,0.275,1,0,0,0,0,7.0,4.451,0
84.0,5.0,1.0,9.0,4,1,1,1.0,450.0,1,3,0.444,0.609,2,1,4,2,1,30.0,3.883,1
27.0,2.0,2.0,0.0,1,0,1,1499.0,457.0,0,0,0.085,0.243,2,1,2,2,1,3.0,3.586,0
49.0,1.0,0.0,7.0,1,0,1,3362.0,235.0,0,1,0.179,0.203,2,0,1,1,0,13.0,3.785,1
87.0,3.0,0.0,12.0,2,0,1,318.0,597.0,1,5,0.113,0.437,3,0,2,2,0,39.0,3.949,1
35.0,1.0,1.0,7.0,1,0,1,924.0,848.0,0,1,0.0,0.244,2,0,1,0,0,13.0,2.575,0
62.0,2.0,2.0,2.0,1,0,1,1419.0,642.0,0,2,0.397,0.324,4,0,1,0,1,12.0,2.58,0
32.0,3.0,2.0,4.0,2,0,1,2205.0,817.0,0,1,0.185,0.075,3,0,2,0,0,16.0,2.612,1
57.0,6.0,3.0,10.0,3,0,1,175.0,213.0,0,4,0.951,0.259,2,1,3,3,1,18.0,5.049,1
35.0,1.0,0.0,4.0,1,0,1,2336.0,711.0,1,2,0.123,0.239,3,1,0,1,0,10.0,3.662,1
43.0,2.0,2.0,1.0,2,0,1,706.0,1013.0,0,0,0.167,0.207,3,0,2,0,0,5.0,3.792,0
80.0,1.0,1.0,2.0,1,0,1,1620.0,1063.0,0,1,0.303,0.068,2,0,0,0,0,17.0,3.403,0
72.0,4.0,1.0,3.0,1,0,1,565.0,849.0,1,2,0.25,0.321,3,1,0,0,0,17.0,3.121,0
38.0,3.0,0.0,1.0,1,0,1,2275.0,731.0,0,2,0.069,0.341,2,0,1,0,0,18.0,3.03,0
44.0,3.0,1.0,1.0,2,0,1,2652.0,566.0,0,0,0.269,0.102,2,0,1,0,0,14.0,4.381,0
86.0,5.0,2.0,8.0,4,1,0,259.0,367.0,1,5,0.826,0.132,3,1,5,1,0,35.0,4.918,1
56.0,1.0,1.0,2.0,1,0,1,297.0,1161.0,0,0,0.123,0.216,0,0,1,0,0,10.0,3.438,0
61.0,4.0,4.0,7.0,0,0,1,225.0,329.0,1,4,0.114,0.243,3,0,3,4,0,20.0,5.803,1
53.0,2.0,1.0,4.0,1,0,1,1380.0,552.0,0,1,0.209,0.095,2,0,1,1,0,14.0,3.601,0
68.0,8.0,3.0,12.0,5,0,1,454.0,144.0,1,4,0.507,0.496,1,1,4,0,1,23.0,5.037,1
62.0,6.0,3.0,10.0,5,0,0,1.0,104.0,1,3,0.554,0.556,5,1,2,5,1,15.0,4.646,1
106.0,6.0,2.0,8.0,2,0,1,444.0,291.0,1,4,0.618,0.453,6,1,4,1,0,24.0,4.447,1
47.0,1.0,2.0,2.0,1,0,1,1984.0,919.0,0,1,0.307,0.357,1,0,1,0,0,13.0,3.662,0
38.0,2.0,1.0,3.0,2,0,1,2205.0,411.0,0,2,0.363,0.102,1,0,2,1,0,16.0,4.39,0
96.0,4.0,0.0,6.0,5,1,0,48.0,562.0,0,4,0.654,0.567,3,1,1,5,1,14.0,6.143,1
31.0,1.0,0.0,2.0,0,0,1,1387.0,447.0,0,2,0.178,0.116,2,0,0,0,1,14.0,2.835,0
94.0,2.0,1.0,0.0,5,0,0,332.0,168.0,1,1,0.54,0.246,7,1,4,3,1,21.0,3.695,1
57.0,7.0,2.0,10.0,4,0,0,318.0,121.0,1,1,0.477,0.683,4,1,1,1,1,13.0,3.168,1
54.0,4.0,1.0,12.0,4,1,0,521.0,413.0,1,2,0.371,0.327,2,0,6,2,1,18.0,5.313,1
88.0,6.0,3.0,2.0,7,0,1,117.0,506.0,1,4,0.703,0.5,7,0,0,1,1,22.0,4.361,1
57.0,2.0,2.0,3.0,0,0,1,1804.0,601.0,1,0,0.331,0.287,4,0,0,0,0,18.0,4.103,0
82.0,3.0,1.0,5.0,0,0,1,2040.0,305.0,0,0,0.538,0.147,1,0,1,1,0,14.0,3.958,0
73.0,4.0,1.0,11.0,5,0,0,62.0,232.0,1,1,0.588,0.519,1,1,2,1,0,28.0,4.402,1
53.0,5.0,2.0,2.0,4,0,1,625.0,193.0,0,6,0.666,0.362,5,1,7,4,1,17.0,5.464,1
42.0,1.0,0.0,5.0,1,0,1,2046.0,916.0,0,2,0.437,0.256,2,0,1,1,1,18.0,3.385,0
131.0,5.0,4.0,10.0,3,1,1,83.0,41.0,1,4,0.362,0.684,5,0,5,0,1,29.0,4.79,1
74.0,5.0,5.0,1.0,6,0,1,97.0,265.0,0,4,,0.673,9,0,4,3,0,7.0,4.593,1
58.0,3.0,1.0,12.0,3,0,1,192.0,419.0,1,6,0.251,0.351,2,1,2,3,1,36.0,5.069,1
49.0,2.0,1.0,0.0,1,1,1,,492.0,0,3,0.341,0.192,3,1,1,0,1,15.0,3.88,0
60.0,2.0,3.0,5.0,1,0,1,1663.0,1314.0,0,0,0.175,0.172,2,1,3,1,0,17.0,4.165,0
70.0,4.0,4.0,1.0,6,1,1,247.0,318.0,0,0,0.589,0.568,6,1,4,2,1,33.0,5.261,1
51.0,2.0,1.0,4.0,1,0,1,3003.0,1126.0,0,2,0.319,0.001,1,0,2,0,0,16.0,4.568,0
138.0,3.0,5.0,12.0,1,0,1,465.0,467.0,1,7,0.58,0.726,2,1,4,1,0,15.0,5.257,1
107.0,2.0,5.0,12.0,7,0,0,525.0,365.0,1,5,0.575,0.645,4,0,1,1,0,22.0,5.132,1
27.0,2.0,1.0,2.0,1,0,1,1318.0,853.0,0,0,0.328,0.36,4,0,2,0,0,12.0,2.995,0
39.0,2.0,0.0,4.0,0,0,1,2225.0,991.0,0,0,0.511,0.098,1,1,0,0,0,14.0,3.087,0
43.0,3.0,2.0,6.0,1,0,1,2231.0,651.0,0,0,0.372,0.24,2,0,2,1,1,18.0,3.913,0
88.0,6.0,1.0,5.0,5,0,1,559.0,429.0,1,4,0.737,0.0,4,0,4,3,1,39.0,3.473,1
37.0,5.0,2.0,,2,0,1,1787.0,1214.0,0,1,0.423,0.383,1,1,0,1,0,3.0,3.395,0
18.0,3.0,0.0,8.0,1,0,1,1303.0,801.0,0,2,0.395,0.305,2,1,0,1,0,13.0,4.33,0
48.0,3.0,3.0,6.0,1,0,1,538.0,954.0,0,1,0.182,0.179,2,0,0,1,0,13.0,3.564,0
29.0,2.0,1.0,6.098802206039372,0,0,1,1508.0,761.0,1,1,0.204,0.247,3,0,1,2,0,18.0,3.344,0
43.0,2.0,3.0,12.0,3,0,1,,404.0,0,3,0.414,0.469,6,1,6,2,1,12.0,4.585,1
,6.0,5.0,3.0,2,0,1,459.0,111.0,1,4,0.89,0.316,4,1,5,2,1,22.0,4.788,1
163.0,5.0,6.0,6.0,2,0,0,389.0,345.0,1,5,0.778,0.135,2,1,0,1,0,25.0,3.186,1
41.0,3.0,2.0,5.0,0,0,1,2530.0,1071.0,0,1,0.341,0.151,2,1,2,0,0,14.0,3.372,0
122.0,6.0,3.0,0.0,5,0,1,5.0,243.0,0,2,0.716,,2,1,5,3,0,31.0,5.783,1
67.0,1.0,0.0,4.0,1,0,1,640.0,762.0,0,1,0.375,,3,0,2,1,0,10.0,3.538,0
107.0,2.0,2.0,8.0,4,0,1,106.0,526.0,1,5,0.567,0.676,3,1,0,6,1,24.0,5.927,1
64.0,5.0,4.0,35.7437062475324,4,0,1,217.0,340.0,0,8,0.733,0.447,4,0,6,5,1,23.0,4.125,1
101.0,3.0,4.0,19.0,1,0,1,495.0,417.0,1,0,0.443,0.48,6,1,4,2,1,26.0,5.747,1
41.0,1.0,1.0,2.0,1,0,1,1854.0,1202.0,0,0,0.164,0.301,4,0,0,1,0,19.0,3.308,0
39.0,4.0,0.0,3.0,0,0,1,2044.0,939.0,0,0,0.217,0.119,3,1,1,1,0,10.0,2.889,0
42.0,1.0,1.0,2.0,1,0,1,857.0,773.0,0,2,0.247,0.205,3,0,1,2,0,9.0,3.772,0
87.0,6.0,2.0,8.0,3,0,1,448.0,488.0,1,3,0.377,0.611,3,1,3,2,0,12.0,5.735,1
,3.0,6.0,14.0,4,0,1,1.0,251.0,0,2,0.141,0.487,3,1,3,1,0,23.0,5.457,1
95.0,5.0,6.0,13.0,1,0,1,1.0,484.0,0,6,0.476,0.462,3,1,4,3,1,12.0,4.495,1
107.0,5.0,0.0,8.0,4,0,1,72.0,297.0,1,4,0.491,0.521,4,1,2,1,0,33.0,5.69,1
25.0,3.0,1.0,2.0,1,0,1,1634.0,730.0,0,2,0.148,0.136,1,1,1,0,0,13.0,3.146,0
40.0,2.0,0.0,3.0,1,0,1,1881.0,624.0,0,0,0.035,0.18,2,0,2,0,0,12.0,3.928,0
24.0,2.0,1.0,5.0,1,0,1,2551.0,1290.0,0,0,0.153,0.343,3,1,1,0,0,23.0,3.219,0
68.0,2.0,1.0,5.0,1,0,1,1193.0,1002.0,0,1,0.119,,1,1,1,1,0,11.0,2.917,0
68.0,2.0,0.0,3.0,0,0,1,1414.0,833.0,0,0,0.297,0.318,2,0,1,0,0,20.0,4.011,0
137.0,8.0,1.0,18.0,4,0,1,265.0,458.0,1,7,0.613,0.906,2,1,4,3,1,17.0,5.368,1
10.0,2.0,0.0,0.0,1,0,1,1286.0,914.0,0,1,0.091,0.122,4,1,1,0,0,13.0,3.954,0
64.0,1.0,0.0,4.0,1,0,1,722.0,874.0,0,1,0.315,0.316,3,1,0,0,0,20.0,4.529,0
46.0,2.0,3.0,5.0,1,0,1,900.0,1447.0,0,2,0.151,0.0,3,0,2,0,0,10.0,3.391,0
41.0,1.0,2.0,3.0,1,0,1,733.0,1000.0,0,2,0.376,0.109,0,1,0,1,0,11.0,2.658,0
51.0,1.0,1.0,4.0,0,0,1,2677.0,1536.0,0,0,0.462,0.383,1,0,1,1,0,17.0,3.351,0
89.0,2.0,7.0,0.0,1,0,1,96.0,59.0,1,6,0.546,0.36,5,1,4,2,1,32.0,4.986,0
49.0,2.0,0.0,3.0,2,0,1,1620.0,714.0,0,1,0.4,0.258,1,0,2,1,0,7.0,3.026,0
90.0,4.0,1.0,10.0,0,0,0,528.0,99.0,1,6,0.31,0.316,5,1,2,3,1,28.0,3.961,1
54.0,2.0,1.0,3.0,0,0,1,982.0,298.0,0,3,0.157,0.044,1,1,1,0,0,15.0,3.467,0
51.0,3.0,6.0,11.0,1,1,0,105.0,231.0,0,2,0.785,0.752,7,1,3,3,1,33.0,4.761,1
79.0,5.0,2.0,5.0,3,0,1,161.0,496.0,0,8,0.455,0.585,3,1,4,4,0,32.0,5.479,1
95.0,5.0,2.0,7.0,1,0,1,350.0,470.0,1,4,0.242,0.677,3,0,1,1,1,14.0,3.732,1
44.0,3.0,0.0,3.0,0,0,1,1882.0,399.0,1,1,0.156,0.197,3,0,0,1,0,14.0,3.146,0
67.0,3.0,2.0,10.0,2,0,1,370.0,480.0,1,4,0.803,0.238,9,1,6,0,1,27.0,5.809,1
29.0,,1.0,0.0,1,0,1,1042.0,781.0,0,1,0.214,0.365,2,0,1,1,0,22.0,3.61,0
49.0,1.0,0.0,3.0,2,0,1,2258.0,949.0,1,1,0.455,0.154,2,0,2,0,0,12.0,2.813,0
28.0,1.0,2.0,2.0,0,0,1,1142.0,1353.0,1,0,0.191,0.174,1,0,1,0,0,8.0,2.985,0
36.0,5.0,2.0,2.0,1,0,1,2293.0,874.0,0,1,0.387,0.101,4,0,3,1,0,30.0,2.78,0
71.0,6.0,2.0,16.0,0,1,1,408.0,,1,3,1.0,0.502,1,1,2,2,1,11.0,5.039,1
85.4400715006702,4.0,5.0,16.0,2,0,1,188.0,308.0,0,4,0.348,0.346,5,1,4,1,1,33.0,5.385,1
64.0,5.0,1.0,13.0,3,0,1,1.0,176.0,1,4,0.614,0.264,5,1,1,1,0,36.0,4.84,1
84.0,7.0,4.0,9.0,3,0,1,131.0,191.0,0,1,0.573,0.439,2,1,0,1,0,32.0,5.801,1
35.0,1.0,,1.0,3,0,1,547.0,193.0,1,3,0.523,0.429,6,0,2,3,0,43.0,6.195,1
56.0,2.0,0.0,2.0,0,1,1,1030.0,909.0,0,2,0.262,0.583,2,0,3,0,0,19.0,3.951,0
42.0,1.0,1.0,3.0,2,0,1,1827.0,754.0,0,2,0.202,0.18,2,0,1,0,1,9.0,3.681,0
41.0,2.0,1.0,6.0,2,0,1,1147.0,1034.0,0,0,0.269,0.19,4,0,2,1,0,15.0,3.11,0
57.0,2.0,1.0,16.0,2,0,0,1.0,207.0,1,7,0.402,0.62,6,1,1,1,0,17.0,4.377,1
40.0,2.0,1.0,2.0,0,0,1,1796.0,1120.0,0,3,0.205,0.156,2,0,1,0,0,12.0,2.866,0
97.0,3.0,3.0,13.0,5,1,1,342.0,385.0,1,6,0.854,0.351,9,0,2,5,1,6.0,5.744,1
23.0,1.0,0.0,2.0,1,0,1,999.0,453.0,0,0,0.082,,2,0,1,1,0,13.0,3.705,0
39.0,4.0,2.0,4.0,1,1,0,2316.0,805.0,0,0,0.245,0.287,2,0,1,0,0,9.0,4.12,0
60.0,3.0,1.0,11.0,3,0,1,184.0,343.0,0,2,0.443,0.417,3,1,4,4,1,24.0,7.0,1
57.0,1.0,1.0,1.0,0,0,1,2391.0,275.0,0,1,0.463,0.18,3,0,1,1,1,18.0,3.849,0
43.0,2.0,1.0,3.0,1,0,1,1369.0,423.0,0,1,0.322,0.26,3,0,2,2,0,14.0,,1
